timetable_id,class,section,day,period,start_time,end_time,subject,teacher_id,teacher_name,room_id,is_lab,academic_year
TT000518,4,B,Friday,6,11:05,11:45,Hindi,TCH0004,Rohan Sinha,Room-G04,0,2025-26
TT000519,4,B,Friday,7,12:00,12:40,Science,TCH0022,Siddharth Agarwal,Room-303,0,2025-26
TT000520,4,B,Friday,8,12:40,13:20,Mathematics,TCH0028,Gauri Deshpande,Room-112,0,2025-26
TT000521,4,B,Saturday,1,07:30,08:10,Physical Education,TCH0077,Siya Ghosh,Room-G14,0,2025-26
TT000522,4,B,Saturday,2,08:10,08:50,Science,TCH0077,Siya Ghosh,Room-303,0,2025-26
TT000523,4,B,Saturday,3,08:50,09:30,Physical Education,TCH0048,Kavya Sen,Room-110,0,2025-26
TT000524,4,B,Saturday,4,09:45,10:25,Hindi,TCH0066,Nikhil Shah,Room-313,0,2025-26
TT000525,4,B,Saturday,5,10:25,11:05,Science,TCH0079,Ishaan Chauhan,Room-104,0,2025-26
TT000526,4,B,Saturday,6,11:05,11:45,Computer Science,TCH0024,Kabir Das,Room-312,0,2025-26
TT000527,4,B,Saturday,7,12:00,12:40,Computer Science,TCH0024,Kabir Das,Room-201,1,2025-26
TT000528,4,B,Saturday,8,12:40,13:20,Mathematics,TCH0026,Siya Malhotra,Room-G04,0,2025-26
TT000529,4,C,Monday,1,07:30,08:10,Hindi,TCH0066,Nikhil Shah,Room-G13,0,2025-26
TT000530,4,C,Monday,2,08:10,08:50,Physical Education,TCH0077,Siya Ghosh,Room-309,0,2025-26
TT000531,4,C,Monday,3,08:50,09:30,Physical Education,TCH0048,Kavya Sen,Room-103,0,2025-26
TT000532,4,C,Monday,4,09:45,10:25,Social Studies,TCH0006,Jiya Bhandari,Room-311,0,2025-26
TT000533,4,C,Monday,5,10:25,11:05,Physical Education,TCH0048,Kavya Sen,Room-305,0,2025-26
TT000534,4,C,Monday,6,11:05,11:45,Hindi,TCH0015,Parth Chatterjee,Room-315,0,2025-26
TT000535,4,C,Monday,7,12:00,12:40,English,TCH0070,Khushi Sinha,Room-202,0,2025-26
TT000536,4,C,Monday,8,12:40,13:20,Social Studies,TCH0036,Kartik Bhat,Room-211,0,2025-26
TT000537,4,C,Tuesday,1,07:30,08:10,Science,TCH0068,Nisha Mehta,Room-209,0,2025-26
TT000538,4,C,Tuesday,2,08:10,08:50,Mathematics,TCH0025,Darsh Patel,Room-312,0,2025-26
TT000539,4,C,Tuesday,3,08:50,09:30,Physical Education,TCH0048,Kavya Sen,Room-106,0,2025-26
TT000540,4,C,Tuesday,4,09:45,10:25,Social Studies,TCH0079,Ishaan Chauhan,Room-310,0,2025-26
TT000541,4,C,Tuesday,5,10:25,11:05,Science,TCH0062,Sahil Gaikwad,Room-315,0,2025-26
TT000542,4,C,Tuesday,6,11:05,11:45,Computer Science,TCH0041,Vihaan Bhandari,Room-G09,0,2025-26
TT000543,4,C,Tuesday,7,12:00,12:40,Science,TCH0033,Laksh Kapoor,Room-208,0,2025-26
TT000544,4,C,Tuesday,8,12:40,13:20,Hindi,TCH0004,Rohan Sinha,Room-306,0,2025-26
TT000545,4,C,Wednesday,1,07:30,08:10,Science,TCH0067,Saanvi Ghosh,Room-204,0,2025-26
TT000546,4,C,Wednesday,2,08:10,08:50,Hindi,TCH0004,Rohan Sinha,Room-314,0,2025-26
TT000547,4,C,Wednesday,3,08:50,09:30,Hindi,TCH0063,Dhruv Mehta,Room-110,0,2025-26
TT000548,4,C,Wednesday,4,09:45,10:25,Social Studies,TCH0006,Jiya Bhandari,Room-304,0,2025-26
TT000549,4,C,Wednesday,5,10:25,11:05,English,TCH0070,Khushi Sinha,Room-302,0,2025-26
TT000550,4,C,Wednesday,6,11:05,11:45,English,TCH0070,Khushi Sinha,Room-208,0,2025-26
TT000551,4,C,Wednesday,7,12:00,12:40,Mathematics,TCH0026,Siya Malhotra,Room-311,0,2025-26
TT000552,4,C,Wednesday,8,12:40,13:20,Physical Education,TCH0048,Kavya Sen,Room-108,0,2025-26
TT000553,4,C,Thursday,1,07:30,08:10,Mathematics,TCH0028,Gauri Deshpande,Room-114,0,2025-26
TT000554,4,C,Thursday,2,08:10,08:50,Science,TCH0051,Tanvi Shah,Room-111,0,2025-26
TT000555,4,C,Thursday,3,08:50,09:30,English,TCH0070,Khushi Sinha,Room-315,0,2025-26
TT000556,4,C,Thursday,4,09:45,10:25,Computer Science,TCH0057,Anika Bhosale,Room-307,0,2025-26
TT000557,4,C,Thursday,5,10:25,11:05,Science,TCH0060,Trisha Pawar,Room-204,0,2025-26
TT000558,4,C,Thursday,6,11:05,11:45,Mathematics,TCH0025,Darsh Patel,Room-211,0,2025-26
TT000559,4,C,Thursday,7,12:00,12:40,Mathematics,TCH0026,Siya Malhotra,Room-214,0,2025-26
TT000560,4,C,Thursday,8,12:40,13:20,Physical Education,TCH0077,Siya Ghosh,Room-201,0,2025-26
TT000561,4,C,Friday,1,07:30,08:10,English,TCH0070,Khushi Sinha,Room-G03,0,2025-26
TT000562,4,C,Friday,2,08:10,08:50,English,TCH0070,Khushi Sinha,Room-101,0,2025-26
TT000563,4,C,Friday,3,08:50,09:30,English,TCH0070,Khushi Sinha,Room-311,0,2025-26
TT000564,4,C,Friday,4,09:45,10:25,Mathematics,TCH0028,Gauri Deshpande,Room-101,0,2025-26
TT000565,4,C,Friday,5,10:25,11:05,Social Studies,TCH0079,Ishaan Chauhan,Room-309,0,2025-26
TT000566,4,C,Friday,6,11:05,11:45,Science,TCH0065,Anika Saxena,Room-213,0,2025-26
TT000567,4,C,Friday,7,12:00,12:40,English,TCH0070,Khushi Sinha,Room-G02,0,2025-26
TT000568,4,C,Friday,8,12:40,13:20,English,TCH0070,Khushi Sinha,Room-G01,0,2025-26
TT000569,4,C,Saturday,1,07:30,08:10,Hindi,TCH0004,Rohan Sinha,Room-206,0,2025-26
TT000570,4,C,Saturday,2,08:10,08:50,Mathematics,TCH0043,Divya Sharma,Room-G10,0,2025-26
TT000571,4,C,Saturday,3,08:50,09:30,Social Studies,TCH0036,Kartik Bhat,Room-215,0,2025-26
TT000572,4,C,Saturday,4,09:45,10:25,Science,TCH0047,Kartik Jadhav,Room-309,0,2025-26
TT000573,4,C,Saturday,5,10:25,11:05,Hindi,TCH0063,Dhruv Mehta,Room-309,0,2025-26
TT000574,4,C,Saturday,6,11:05,11:45,Computer Science,TCH0057,Anika Bhosale,Room-105,0,2025-26
TT000575,4,C,Saturday,7,12:00,12:40,English,TCH0070,Khushi Sinha,Room-G07,0,2025-26
TT000576,4,C,Saturday,8,12:40,13:20,Physical Education,TCH0077,Siya Ghosh,Room-111,0,2025-26
TT000577,5,A,Monday,1,07:30,08:10,Mathematics,TCH0026,Siya Malhotra,Room-103,0,2025-26
TT000578,5,A,Monday,2,08:10,08:50,Social Studies,TCH0036,Kartik Bhat,Room-110,0,2025-26
TT000579,5,A,Monday,3,08:50,09:30,Hindi,TCH0066,Nikhil Shah,Room-308,0,2025-26
TT000580,5,A,Monday,4,09:45,10:25,Computer Science,TCH0057,Anika Bhosale,Room-107,0,2025-26
TT000581,5,A,Monday,5,10:25,11:05,Mathematics,TCH0025,Darsh Patel,Room-210,0,2025-26
TT000582,5,A,Monday,6,11:05,11:45,Mathematics,TCH0025,Darsh Patel,Room-310,0,2025-26
TT000583,5,A,Monday,7,12:00,12:40,Science,TCH0046,Ahana Mahajan,Room-208,0,2025-26
TT000584,5,A,Monday,8,12:40,13:20,Computer Science,TCH0041,Vihaan Bhandari,Room-110,1,2025-26
TT000585,5,A,Tuesday,1,07:30,08:10,Mathematics,TCH0025,Darsh Patel,Room-G11,0,2025-26
TT000586,5,A,Tuesday,2,08:10,08:50,English,TCH0070,Khushi Sinha,Room-105,0,2025-26
TT000587,5,A,Tuesday,3,08:50,09:30,English,TCH0070,Khushi Sinha,Room-110,0,2025-26
TT000588,5,A,Tuesday,4,09:45,10:25,Computer Science,TCH0024,Kabir Das,Room-305,0,2025-26
TT000589,5,A,Tuesday,5,10:25,11:05,Computer Science,TCH0024,Kabir Das,Room-303,1,2025-26
TT000590,5,A,Tuesday,6,11:05,11:45,Social Studies,TCH0056,Siya Mukherjee,Room-313,0,2025-26
TT000591,5,A,Tuesday,7,12:00,12:40,Hindi,TCH0063,Dhruv Mehta,Room-109,0,2025-26
TT000592,5,A,Tuesday,8,12:40,13:20,Computer Science,TCH0041,Vihaan Bhandari,Room-G08,1,2025-26
TT000593,5,A,Wednesday,1,07:30,08:10,Social Studies,TCH0036,Kartik Bhat,Room-G08,0,2025-26
TT000594,5,A,Wednesday,2,08:10,08:50,Hindi,TCH0015,Parth Chatterjee,Room-G15,0,2025-26
TT000595,5,A,Wednesday,3,08:50,09:30,English,TCH0070,Khushi Sinha,Room-205,0,2025-26
TT000596,5,A,Wednesday,4,09:45,10:25,Social Studies,TCH0006,Jiya Bhandari,Room-112,0,2025-26
TT000597,5,A,Wednesday,5,10:25,11:05,Mathematics,TCH0025,Darsh Patel,Room-105,0,2025-26
TT000598,5,A,Wednesday,6,11:05,11:45,Physical Education,TCH0077,Siya Ghosh,Room-106,0,2025-26
TT000599,5,A,Wednesday,7,12:00,12:40,Physical Education,TCH0077,Siya Ghosh,Room-209,0,2025-26
TT000600,5,A,Wednesday,8,12:40,13:20,Hindi,TCH0066,Nikhil Shah,Room-G12,0,2025-26
TT000601,5,A,Thursday,1,07:30,08:10,Mathematics,TCH0043,Divya Sharma,Room-213,0,2025-26
TT000602,5,A,Thursday,2,08:10,08:50,English,TCH0070,Khushi Sinha,Room-302,0,2025-26
TT000603,5,A,Thursday,3,08:50,09:30,Hindi,TCH0004,Rohan Sinha,Room-203,0,2025-26
TT000604,5,A,Thursday,4,09:45,10:25,English,TCH0070,Khushi Sinha,Room-G12,0,2025-26
TT000605,5,A,Thursday,5,10:25,11:05,Science,TCH0001,Laksh Chatterjee,Room-G10,0,2025-26
TT000606,5,A,Thursday,6,11:05,11:45,Science,TCH0012,Aditi Shinde,Room-312,0,2025-26
TT000607,5,A,Thursday,7,12:00,12:40,Science,TCH0072,Aaradhya Sharma,Room-113,0,2025-26
TT000608,5,A,Thursday,8,12:40,13:20,Science,TCH0002,Radhika Mehta,Room-114,0,2025-26
TT000609,5,A,Friday,1,07:30,08:10,Computer Science,TCH0024,Kabir Das,Room-G09,0,2025-26
TT000610,5,A,Friday,2,08:10,08:50,Physical Education,TCH0048,Kavya Sen,Room-210,0,2025-26
TT000611,5,A,Friday,3,08:50,09:30,Computer Science,TCH0041,Vihaan Bhandari,Room-213,0,2025-26
TT000612,5,A,Friday,4,09:45,10:25,Hindi,TCH0063,Dhruv Mehta,Room-G11,0,2025-26
TT000613,5,A,Friday,5,10:25,11:05,English,TCH0070,Khushi Sinha,Room-G07,0,2025-26
TT000614,5,A,Friday,6,11:05,11:45,Physical Education,TCH0048,Kavya Sen,Room-101,0,2025-26
TT000615,5,A,Friday,7,12:00,12:40,Hindi,TCH0004,Rohan Sinha,Room-G03,0,2025-26
TT000616,5,A,Friday,8,12:40,13:20,Social Studies,TCH0036,Kartik Bhat,Room-G03,0,2025-26
TT000617,5,A,Saturday,1,07:30,08:10,Mathematics,TCH0026,Siya Malhotra,Room-312,0,2025-26
TT000618,5,A,Saturday,2,08:10,08:50,Hindi,TCH0066,Nikhil Shah,Room-108,0,2025-26
TT000619,5,A,Saturday,3,08:50,09:30,Physical Education,TCH0048,Kavya Sen,Room-G04,0,2025-26
TT000620,5,A,Saturday,4,09:45,10:25,Hindi,TCH0004,Rohan Sinha,Room-215,0,2025-26
TT000621,5,A,Saturday,5,10:25,11:05,Science,TCH0064,Zara Reddy,Room-110,0,2025-26
TT000622,5,A,Saturday,6,11:05,11:45,Hindi,TCH0004,Rohan Sinha,Room-212,0,2025-26
TT000623,5,A,Saturday,7,12:00,12:40,Science,TCH0026,Siya Malhotra,Room-G09,0,2025-26
TT000624,5,A,Saturday,8,12:40,13:20,Social Studies,TCH0056,Siya Mukherjee,Room-310,0,2025-26
TT000625,5,B,Monday,1,07:30,08:10,Physical Education,TCH0048,Kavya Sen,Room-G04,0,2025-26
TT000626,5,B,Monday,2,08:10,08:50,Science,TCH0049,Anvi Dubey,Room-204,0,2025-26
TT000627,5,B,Monday,3,08:50,09:30,Hindi,TCH0063,Dhruv Mehta,Room-312,0,2025-26
TT000628,5,B,Monday,4,09:45,10:25,Mathematics,TCH0025,Darsh Patel,Room-204,0,2025-26
TT000629,5,B,Monday,5,10:25,11:05,English,TCH0070,Khushi Sinha,Room-107,0,2025-26
TT000630,5,B,Monday,6,11:05,11:45,Science,TCH0077,Siya Ghosh,Room-306,0,2025-26
TT000631,5,B,Monday,7,12:00,12:40,Mathematics,TCH0026,Siya Malhotra,Room-G13,0,2025-26
TT000632,5,B,Monday,8,12:40,13:20,Social Studies,TCH0056,Siya Mukherjee,Room-311,0,2025-26
TT000633,5,B,Tuesday,1,07:30,08:10,Science,TCH0020,Advik Thakur,Room-315,0,2025-26
TT000634,5,B,Tuesday,2,08:10,08:50,English,TCH0070,Khushi Sinha,Room-215,0,2025-26
TT000635,5,B,Tuesday,3,08:50,09:30,Hindi,TCH0066,Nikhil Shah,Room-114,0,2025-26
TT000636,5,B,Tuesday,4,09:45,10:25,Computer Science,TCH0024,Kabir Das,Room-108,1,2025-26
TT000637,5,B,Tuesday,5,10:25,11:05,Mathematics,TCH0028,Gauri Deshpande,Room-111,0,2025-26
TT000638,5,B,Tuesday,6,11:05,11:45,English,TCH0070,Khushi Sinha,Room-212,0,2025-26
TT000639,5,B,Tuesday,7,12:00,12:40,Hindi,TCH0015,Parth Chatterjee,Room-208,0,2025-26
TT000640,5,B,Tuesday,8,12:40,13:20,Mathematics,TCH0028,Gauri Deshpande,Room-G08,0,2025-26
TT000641,5,B,Wednesday,1,07:30,08:10,Social Studies,TCH0036,Kartik Bhat,Room-315,0,2025-26
TT000642,5,B,Wednesday,2,08:10,08:50,Computer Science,TCH0057,Anika Bhosale,Room-203,1,2025-26
TT000643,5,B,Wednesday,3,08:50,09:30,Social Studies,TCH0006,Jiya Bhandari,Room-209,0,2025-26
TT000644,5,B,Wednesday,4,09:45,10:25,Physical Education,TCH0048,Kavya Sen,Room-301,0,2025-26
TT000645,5,B,Wednesday,5,10:25,11:05,Computer Science,TCH0057,Anika Bhosale,Room-G02,0,2025-26
TT000646,5,B,Wednesday,6,11:05,11:45,Social Studies,TCH0036,Kartik Bhat,Room-G15,0,2025-26
TT000647,5,B,Wednesday,7,12:00,12:40,Hindi,TCH0015,Parth Chatterjee,Room-210,0,2025-26
TT000648,5,B,Wednesday,8,12:40,13:20,Hindi,TCH0063,Dhruv Mehta,Room-207,0,2025-26
TT000649,5,B,Thursday,1,07:30,08:10,Hindi,TCH0004,Rohan Sinha,Room-306,0,2025-26
TT000650,5,B,Thursday,2,08:10,08:50,Science,TCH0056,Siya Mukherjee,Room-209,0,2025-26
TT000651,5,B,Thursday,3,08:50,09:30,Computer Science,TCH0057,Anika Bhosale,Room-211,1,2025-26
TT000652,5,B,Thursday,4,09:45,10:25,Social Studies,TCH0056,Siya Mukherjee,Room-108,0,2025-26
TT000653,5,B,Thursday,5,10:25,11:05,Mathematics,TCH0025,Darsh Patel,Room-207,0,2025-26
TT000654,5,B,Thursday,6,11:05,11:45,Physical Education,TCH0048,Kavya Sen,Room-211,0,2025-26
TT000655,5,B,Thursday,7,12:00,12:40,Science,TCH0076,Rishi Saxena,Room-212,0,2025-26
TT000656,5,B,Thursday,8,12:40,13:20,Mathematics,TCH0025,Darsh Patel,Room-315,0,2025-26
TT000657,5,B,Friday,1,07:30,08:10,Science,TCH0065,Anika Saxena,Room-104,0,2025-26
TT000658,5,B,Friday,2,08:10,08:50,Social Studies,TCH0056,Siya Mukherjee,Room-G14,0,2025-26
TT000659,5,B,Friday,3,08:50,09:30,Mathematics,TCH0026,Siya Malhotra,Room-G13,0,2025-26
TT000660,5,B,Friday,4,09:45,10:25,Computer Science,TCH0041,Vihaan Bhandari,Room-G15,1,2025-26
TT000661,5,B,Friday,5,10:25,11:05,Hindi,TCH0063,Dhruv Mehta,Room-G12,0,2025-26
TT000662,5,B,Friday,6,11:05,11:45,Physical Education,TCH0048,Kavya Sen,Room-207,0,2025-26
TT000663,5,B,Friday,7,12:00,12:40,Science,TCH0023,Nikhil Ghosh,Room-111,0,2025-26
TT000664,5,B,Friday,8,12:40,13:20,Mathematics,TCH0025,Darsh Patel,Room-309,0,2025-26
TT000665,5,B,Saturday,1,07:30,08:10,Physical Education,TCH0048,Kavya Sen,Room-309,0,2025-26
TT000666,5,B,Saturday,2,08:10,08:50,Computer Science,TCH0024,Kabir Das,Room-302,1,2025-26
TT000667,5,B,Saturday,3,08:50,09:30,Hindi,TCH0004,Rohan Sinha,Room-304,0,2025-26
TT000668,5,B,Saturday,4,09:45,10:25,English,TCH0070,Khushi Sinha,Room-304,0,2025-26
TT000669,5,B,Saturday,5,10:25,11:05,Social Studies,TCH0036,Kartik Bhat,Room-212,0,2025-26
TT000670,5,B,Saturday,6,11:05,11:45,English,TCH0070,Khushi Sinha,Room-101,0,2025-26
TT000671,5,B,Saturday,7,12:00,12:40,Physical Education,TCH0048,Kavya Sen,Room-205,0,2025-26
TT000672,5,B,Saturday,8,12:40,13:20,English,TCH0070,Khushi Sinha,Room-314,0,2025-26
TT000673,5,C,Monday,1,07:30,08:10,Mathematics,TCH0043,Divya Sharma,Room-105,0,2025-26
TT000674,5,C,Monday,2,08:10,08:50,Physical Education,TCH0048,Kavya Sen,Room-311,0,2025-26
TT000675,5,C,Monday,3,08:50,09:30,Mathematics,TCH0025,Darsh Patel,Room-309,0,2025-26
TT000676,5,C,Monday,4,09:45,10:25,Physical Education,TCH0048,Kavya Sen,Room-G11,0,2025-26
TT000677,5,C,Monday,5,10:25,11:05,Physical Education,TCH0048,Kavya Sen,Room-212,0,2025-26
TT000678,5,C,Monday,6,11:05,11:45,Computer Science,TCH0024,Kabir Das,Room-110,0,2025-26
TT000679,5,C,Monday,7,12:00,12:40,Physical Education,TCH0048,Kavya Sen,Room-G07,0,2025-26
TT000680,5,C,Monday,8,12:40,13:20,Social Studies,TCH0056,Siya Mukherjee,Room-308,0,2025-26
TT000681,5,C,Tuesday,1,07:30,08:10,Social Studies,TCH0036,Kartik Bhat,Room-301,0,2025-26
TT000682,5,C,Tuesday,2,08:10,08:50,Hindi,TCH0004,Rohan Sinha,Room-308,0,2025-26
TT000683,5,C,Tuesday,3,08:50,09:30,Computer Science,TCH0057,Anika Bhosale,Room-313,0,2025-26
TT000684,5,C,Tuesday,4,09:45,10:25,Social Studies,TCH0006,Jiya Bhandari,Room-204,0,2025-26
TT000685,5,C,Tuesday,5,10:25,11:05,Science,TCH0080,Angel Mahajan,Room-311,0,2025-26
TT000686,5,C,Tuesday,6,11:05,11:45,Science,TCH0060,Trisha Pawar,Room-201,0,2025-26
TT000687,5,C,Tuesday,7,12:00,12:40,Physical Education,TCH0077,Siya Ghosh,Room-G01,0,2025-26
TT000688,5,C,Tuesday,8,12:40,13:20,Hindi,TCH0004,Rohan Sinha,Room-110,0,2025-26
TT000689,5,C,Wednesday,1,07:30,08:10,Social Studies,TCH0036,Kartik Bhat,Room-304,0,2025-26
TT000690,5,C,Wednesday,2,08:10,08:50,English,TCH0070,Khushi Sinha,Room-312,0,2025-26
TT000691,5,C,Wednesday,3,08:50,09:30,Computer Science,TCH0057,Anika Bhosale,Room-212,0,2025-26
TT000692,5,C,Wednesday,4,09:45,10:25,Social Studies,TCH0036,Kartik Bhat,Room-208,0,2025-26
TT000693,5,C,Wednesday,5,10:25,11:05,Hindi,TCH0066,Nikhil Shah,Room-112,0,2025-26
TT000694,5,C,Wednesday,6,11:05,11:45,Physical Education,TCH0048,Kavya Sen,Room-212,0,2025-26
TT000695,5,C,Wednesday,7,12:00,12:40,Mathematics,TCH0025,Darsh Patel,Room-G09,0,2025-26
TT000696,5,C,Wednesday,8,12:40,13:20,Computer Science,TCH0057,Anika Bhosale,Room-212,0,2025-26
TT000697,5,C,Thursday,1,07:30,08:10,Science,TCH0074,Tara Rao,Room-311,0,2025-26
TT000698,5,C,Thursday,2,08:10,08:50,English,TCH0070,Khushi Sinha,Room-302,0,2025-26
TT000699,5,C,Thursday,3,08:50,09:30,English,TCH0070,Khushi Sinha,Room-101,0,2025-26
TT000700,5,C,Thursday,4,09:45,10:25,Social Studies,TCH0056,Siya Mukherjee,Room-102,0,2025-26
TT000701,5,C,Thursday,5,10:25,11:05,Physical Education,TCH0048,Kavya Sen,Room-305,0,2025-26
TT000702,5,C,Thursday,6,11:05,11:45,Computer Science,TCH0041,Vihaan Bhandari,Room-102,1,2025-26
TT000703,5,C,Thursday,7,12:00,12:40,Science,TCH0013,Avni Ghosh,Room-113,0,2025-26
TT000704,5,C,Thursday,8,12:40,13:20,English,TCH0070,Khushi Sinha,Room-G13,0,2025-26
TT000705,5,C,Friday,1,07:30,08:10,Computer Science,TCH0024,Kabir Das,Room-G13,0,2025-26
TT000706,5,C,Friday,2,08:10,08:50,Science,TCH0028,Gauri Deshpande,Room-G04,0,2025-26
TT000707,5,C,Friday,3,08:50,09:30,Mathematics,TCH0026,Siya Malhotra,Room-208,0,2025-26
TT000708,5,C,Friday,4,09:45,10:25,Physical Education,TCH0077,Siya Ghosh,Room-104,0,2025-26
TT000709,5,C,Friday,5,10:25,11:05,Hindi,TCH0066,Nikhil Shah,Room-207,0,2025-26
TT000710,5,C,Friday,6,11:05,11:45,Mathematics,TCH0025,Darsh Patel,Room-206,0,2025-26
TT000711,5,C,Friday,7,12:00,12:40,English,TCH0070,Khushi Sinha,Room-212,0,2025-26
TT000712,5,C,Friday,8,12:40,13:20,Hindi,TCH0063,Dhruv Mehta,Room-301,0,2025-26
TT000713,5,C,Saturday,1,07:30,08:10,Science,TCH0031,Pari Deshmukh,Room-105,0,2025-26
TT000714,5,C,Saturday,2,08:10,08:50,Social Studies,TCH0006,Jiya Bhandari,Room-215,0,2025-26
TT000715,5,C,Saturday,3,08:50,09:30,Hindi,TCH0015,Parth Chatterjee,Room-314,0,2025-26
TT000716,5,C,Saturday,4,09:45,10:25,Computer Science,TCH0057,Anika Bhosale,Room-105,0,2025-26
TT000717,5,C,Saturday,5,10:25,11:05,Physical Education,TCH0048,Kavya Sen,Room-307,0,2025-26
TT000718,5,C,Saturday,6,11:05,11:45,Science,TCH0053,Siya Sharma,Room-215,0,2025-26
TT000719,5,C,Saturday,7,12:00,12:40,English,TCH0070,Khushi Sinha,Room-110,0,2025-26
TT000720,5,C,Saturday,8,12:40,13:20,Social Studies,TCH0079,Ishaan Chauhan,Room-113,0,2025-26
TT000721,6,A,Monday,1,07:30,08:10,Mathematics,TCH0026,Siya Malhotra,Room-204,0,2025-26
TT000722,6,A,Monday,2,08:10,08:50,Computer Science,TCH0024,Kabir Das,Room-315,0,2025-26
TT000723,6,A,Monday,3,08:50,09:30,Hindi,TCH0004,Rohan Sinha,Room-112,0,2025-26
TT000724,6,A,Monday,4,09:45,10:25,Physical Education,TCH0077,Siya Ghosh,Room-108,0,2025-26
TT000725,6,A,Monday,5,10:25,11:05,Hindi,TCH0015,Parth Chatterjee,Room-301,0,2025-26
TT000726,6,A,Monday,6,11:05,11:45,Social Studies,TCH0079,Ishaan Chauhan,Room-111,0,2025-26
TT000727,6,A,Monday,7,12:00,12:40,Computer Science,TCH0057,Anika Bhosale,Room-307,1,2025-26
TT000728,6,A,Monday,8,12:40,13:20,Physical Education,TCH0048,Kavya Sen,Room-306,0,2025-26
TT000729,6,A,Tuesday,1,07:30,08:10,Hindi,TCH0004,Rohan Sinha,Room-110,0,2025-26
TT000730,6,A,Tuesday,2,08:10,08:50,Computer Science,TCH0041,Vihaan Bhandari,Room-301,1,2025-26
TT000731,6,A,Tuesday,3,08:50,09:30,Mathematics,TCH0025,Darsh Patel,Room-305,0,2025-26
TT000732,6,A,Tuesday,4,09:45,10:25,English,TCH0070,Khushi Sinha,Room-G07,0,2025-26
TT000733,6,A,Tuesday,5,10:25,11:05,Computer Science,TCH0041,Vihaan Bhandari,Room-203,1,2025-26
TT000734,6,A,Tuesday,6,11:05,11:45,Mathematics,TCH0026,Siya Malhotra,Room-106,0,2025-26
TT000735,6,A,Tuesday,7,12:00,12:40,Social Studies,TCH0036,Kartik Bhat,Room-212,0,2025-26
TT000736,6,A,Tuesday,8,12:40,13:20,English,TCH0070,Khushi Sinha,Room-101,0,2025-26
TT000737,6,A,Wednesday,1,07:30,08:10,Computer Science,TCH0041,Vihaan Bhandari,Room-102,0,2025-26
TT000738,6,A,Wednesday,2,08:10,08:50,Social Studies,TCH0006,Jiya Bhandari,Room-G07,0,2025-26
TT000739,6,A,Wednesday,3,08:50,09:30,Computer Science,TCH0024,Kabir Das,Room-309,0,2025-26
TT000740,6,A,Wednesday,4,09:45,10:25,Physical Education,TCH0048,Kavya Sen,Room-105,0,2025-26
TT000741,6,A,Wednesday,5,10:25,11:05,Computer Science,TCH0041,Vihaan Bhandari,Room-307,0,2025-26
TT000742,6,A,Wednesday,6,11:05,11:45,Social Studies,TCH0006,Jiya Bhandari,Room-307,0,2025-26
TT000743,6,A,Wednesday,7,12:00,12:40,English,TCH0070,Khushi Sinha,Room-213,0,2025-26
TT000744,6,A,Wednesday,8,12:40,13:20,Physical Education,TCH0077,Siya Ghosh,Room-G15,0,2025-26
TT000745,6,A,Thursday,1,07:30,08:10,Hindi,TCH0066,Nikhil Shah,Room-101,0,2025-26
TT000746,6,A,Thursday,2,08:10,08:50,Science,TCH0035,Lavanya Jain,Room-214,0,2025-26
TT000747,6,A,Thursday,3,08:50,09:30,Hindi,TCH0004,Rohan Sinha,Room-G12,0,2025-26
TT000748,6,A,Thursday,4,09:45,10:25,Computer Science,TCH0057,Anika Bhosale,Room-207,1,2025-26
TT000749,6,A,Thursday,5,10:25,11:05,Social Studies,TCH0079,Ishaan Chauhan,Room-G01,0,2025-26
TT000750,6,A,Thursday,6,11:05,11:45,Computer Science,TCH0041,Vihaan Bhandari,Room-205,0,2025-26
TT000751,6,A,Thursday,7,12:00,12:40,Social Studies,TCH0079,Ishaan Chauhan,Room-307,0,2025-26
TT000752,6,A,Thursday,8,12:40,13:20,Mathematics,TCH0026,Siya Malhotra,Room-302,0,2025-26
TT000753,6,A,Friday,1,07:30,08:10,Physical Education,TCH0077,Siya Ghosh,Room-304,0,2025-26
TT000754,6,A,Friday,2,08:10,08:50,Mathematics,TCH0043,Divya Sharma,Room-215,0,2025-26
TT000755,6,A,Friday,3,08:50,09:30,Hindi,TCH0015,Parth Chatterjee,Room-304,0,2025-26
TT000756,6,A,Friday,4,09:45,10:25,Science,TCH0047,Kartik Jadhav,Room-G07,0,2025-26
TT000757,6,A,Friday,5,10:25,11:05,Social Studies,TCH0036,Kartik Bhat,Room-307,0,2025-26
TT000758,6,A,Friday,6,11:05,11:45,English,TCH0070,Khushi Sinha,Room-314,0,2025-26
TT000759,6,A,Friday,7,12:00,12:40,Science,TCH0078,Palak Jain,Room-G05,0,2025-26
TT000760,6,A,Friday,8,12:40,13:20,Mathematics,TCH0026,Siya Malhotra,Room-108,0,2025-26
TT000761,6,A,Saturday,1,07:30,08:10,Science,TCH0015,Parth Chatterjee,Room-212,0,2025-26
TT000762,6,A,Saturday,2,08:10,08:50,Mathematics,TCH0025,Darsh Patel,Room-304,0,2025-26
TT000763,6,A,Saturday,3,08:50,09:30,Physical Education,TCH0048,Kavya Sen,Room-301,0,2025-26
TT000764,6,A,Saturday,4,09:45,10:25,Mathematics,TCH0028,Gauri Deshpande,Room-303,0,2025-26
TT000765,6,A,Saturday,5,10:25,11:05,Physical Education,TCH0048,Kavya Sen,Room-G10,0,2025-26
